2026-02-05 15:45:12 | INFO     | utils.logger:setup_logger:51 | Логирование настроено. Уровень: INFO, Файл: ./logs/print_service.log
2026-02-05 15:45:12 | INFO     | __main__:setup:32 | ============================================================
2026-02-05 15:45:12 | INFO     | __main__:setup:33 | Запуск Print Service
2026-02-05 15:45:12 | INFO     | __main__:setup:34 | Хост: 127.0.0.1:8101
2026-02-05 15:45:12 | INFO     | __main__:setup:35 | Уровень логирования: INFO
2026-02-05 15:45:12 | INFO     | __main__:setup:36 | ============================================================
2026-02-05 15:45:12 | INFO     | services.queue:_process_queue:226 | Поток обработки очереди запущен
2026-02-05 15:45:12 | INFO     | services.queue:start_processing:210 | Обработка очереди запущена
2026-02-05 15:45:12 | INFO     | __main__:run_server:74 | Запуск сервера на 127.0.0.1:8101
2026-02-05 15:47:15 | INFO     | services.printer:get_printers:42 | Найдено принтеров: 2
2026-02-06 11:34:53 | INFO     | utils.logger:setup_logger:51 | Логирование настроено. Уровень: INFO, Файл: ./logs/print_service.log
2026-02-06 11:34:53 | INFO     | __main__:setup:32 | ============================================================
2026-02-06 11:34:53 | INFO     | __main__:setup:33 | Запуск Print Service
2026-02-06 11:34:53 | INFO     | __main__:setup:34 | Хост: 127.0.0.1:8101
2026-02-06 11:34:53 | INFO     | __main__:setup:35 | Уровень логирования: INFO
2026-02-06 11:34:53 | INFO     | __main__:setup:36 | ============================================================
2026-02-06 11:34:53 | INFO     | services.queue:_process_queue:226 | Поток обработки очереди запущен
2026-02-06 11:34:53 | INFO     | services.queue:start_processing:210 | Обработка очереди запущена
2026-02-06 11:34:53 | INFO     | __main__:run_server:74 | Запуск сервера на 127.0.0.1:8101
2026-02-06 11:35:02 | INFO     | services.converter:decode_base64:67 | Base64 декодирован в файл: C:\Users\amirs\Desktop\Work\print_service\temp\tmpe_uyzumh.png
2026-02-06 11:35:02 | INFO     | services.converter:prepare_file:161 | Файл подготовлен: C:\Users\amirs\Desktop\Work\print_service\temp\tmpe_uyzumh.png, формат: image
2026-02-06 11:35:02 | INFO     | services.printer:get_printers:42 | Найдено принтеров: 3
2026-02-06 11:35:02 | INFO     | services.queue:add_job:127 | Задание добавлено в очередь: ad8cb93f-e270-40eb-94ba-ed7c16af8771
2026-02-06 11:35:02 | INFO     | api.routes:print_simple_base64:234 | Простое задание печати создано: ad8cb93f-e270-40eb-94ba-ed7c16af8771
2026-02-06 11:35:03 | INFO     | services.queue:_process_queue:242 | Обработка задания: ad8cb93f-e270-40eb-94ba-ed7c16af8771
2026-02-06 11:35:03 | INFO     | services.printer:get_printers:42 | Найдено принтеров: 3
2026-02-06 11:35:03 | INFO     | services.printer:print_image:156 | Отправка изображения на печать: C:\Users\amirs\Desktop\Work\print_service\temp\tmpe_uyzumh.png -> CUSTOM TG2480-H
2026-02-06 11:35:03 | INFO     | services.printer:print_image:200 | Изображение отправлено на печать. Job ID: 7c08ff00-071d-41d6-8fcd-f3cca37a64b4
2026-02-06 11:35:03 | INFO     | services.queue:_process_queue:253 | Задание выполнено: ad8cb93f-e270-40eb-94ba-ed7c16af8771
2026-02-06 11:37:28 | INFO     | __main__:signal_handler:49 | Получен сигнал 2, завершение работы...
2026-02-06 11:37:28 | INFO     | __main__:shutdown:61 | Остановка обработки очереди...
2026-02-06 11:37:29 | INFO     | services.queue:_process_queue:283 | Поток обработки очереди завершён
2026-02-06 11:37:29 | INFO     | services.queue:stop_processing:217 | Обработка очереди остановлена
2026-02-06 11:37:29 | INFO     | __main__:shutdown:64 | Сервис остановлен
2026-02-06 11:38:15 | INFO     | utils.logger:setup_logger:51 | Логирование настроено. Уровень: INFO, Файл: ./logs/print_service.log
2026-02-06 11:38:15 | INFO     | __main__:setup:32 | ============================================================
2026-02-06 11:38:15 | INFO     | __main__:setup:33 | Запуск Print Service
2026-02-06 11:38:15 | INFO     | __main__:setup:34 | Хост: 127.0.0.1:8101
2026-02-06 11:38:15 | INFO     | __main__:setup:35 | Уровень логирования: INFO
2026-02-06 11:38:15 | INFO     | __main__:setup:36 | ============================================================
2026-02-06 11:38:15 | INFO     | services.queue:_load_queue:311 | Загружено заданий из очереди: 1
2026-02-06 11:38:15 | INFO     | services.queue:_process_queue:226 | Поток обработки очереди запущен
2026-02-06 11:38:15 | INFO     | services.queue:start_processing:210 | Обработка очереди запущена
2026-02-06 11:38:15 | INFO     | __main__:run_server:75 | Запуск сервера на 127.0.0.1:8101
2026-02-06 11:38:25 | INFO     | services.converter:decode_base64:67 | Base64 декодирован в файл: C:\Users\amirs\Desktop\Work\print_service\temp\tmpj6seb3kz.png
2026-02-06 11:38:25 | INFO     | services.converter:prepare_file:161 | Файл подготовлен: C:\Users\amirs\Desktop\Work\print_service\temp\tmpj6seb3kz.png, формат: image
2026-02-06 11:38:25 | INFO     | services.converter:convert_image_to_pdf:120 | Изображение конвертировано в PDF: temp\tmpj6seb3kz.pdf
2026-02-06 11:38:25 | INFO     | services.printer:get_printers:42 | Найдено принтеров: 3
2026-02-06 11:38:25 | INFO     | services.queue:add_job:127 | Задание добавлено в очередь: f453bf97-c982-4764-82d9-b9dbc38f0854
2026-02-06 11:38:25 | INFO     | api.routes:print_simple_base64:246 | Простое задание печати создано: f453bf97-c982-4764-82d9-b9dbc38f0854
2026-02-06 11:38:25 | INFO     | services.queue:_process_queue:242 | Обработка задания: f453bf97-c982-4764-82d9-b9dbc38f0854
2026-02-06 11:38:25 | INFO     | services.printer:get_printers:42 | Найдено принтеров: 3
2026-02-06 11:38:25 | INFO     | services.printer:print_pdf:104 | Отправка PDF на печать: temp\tmpj6seb3kz.pdf -> CUSTOM TG2480-H
2026-02-06 11:38:26 | ERROR    | services.printer:print_pdf:128 | Ошибка печати PDF: (31, 'ShellExecute', 'Присоединенное к системе устройство не работает.')
2026-02-06 11:38:26 | ERROR    | services.printer:print_file:249 | Ошибка печати файла: (31, 'ShellExecute', 'Присоединенное к системе устройство не работает.')
2026-02-06 11:38:26 | ERROR    | services.queue:_process_queue:256 | Ошибка выполнения задания f453bf97-c982-4764-82d9-b9dbc38f0854: (31, 'ShellExecute', 'Присоединенное к системе устройство не работает.')
2026-02-06 11:38:26 | INFO     | services.queue:_process_queue:267 | Задание f453bf97-c982-4764-82d9-b9dbc38f0854 будет повторено (1/3)
2026-02-06 11:38:28 | INFO     | services.queue:_process_queue:242 | Обработка задания: f453bf97-c982-4764-82d9-b9dbc38f0854
2026-02-06 11:38:28 | INFO     | services.printer:get_printers:42 | Найдено принтеров: 3
